Date,Close
2015-01-02 00:00:00-05:00,24.320430755615234
2015-01-05 00:00:00-05:00,23.635284423828125
2015-01-06 00:00:00-05:00,23.637510299682617
2015-01-07 00:00:00-05:00,23.968965530395508
2015-01-08 00:00:00-05:00,24.889902114868164
2015-01-09 00:00:00-05:00,24.916603088378906
2015-01-12 00:00:00-05:00,24.30263328552246
2015-01-13 00:00:00-05:00,24.518404006958008
2015-01-14 00:00:00-05:00,24.424991607666016
2015-01-15 00:00:00-05:00,23.762086868286133
2015-01-16 00:00:00-05:00,23.577442169189453
2015-01-20 00:00:00-05:00,24.18473243713379
2015-01-21 00:00:00-05:00,24.369367599487305
2015-01-22 00:00:00-05:00,25.003353118896484
2015-01-23 00:00:00-05:00,25.13237190246582
2015-01-26 00:00:00-05:00,25.1590633392334
2015-01-27 00:00:00-05:00,24.278165817260742
2015-01-28 00:00:00-05:00,25.65067481994629
2015-01-29 00:00:00-05:00,26.44927215576172
2015-01-30 00:00:00-05:00,26.062211990356445
2015-02-02 00:00:00-05:00,26.38920783996582
2015-02-03 00:00:00-05:00,26.393657684326172
2015-02-04 00:00:00-05:00,26.59609031677246
2015-02-05 00:00:00-05:00,26.78592300415039
2015-02-06 00:00:00-05:00,26.560361862182617
2015-02-09 00:00:00-05:00,26.736787796020508
2015-02-10 00:00:00-05:00,27.250438690185547
2015-02-11 00:00:00-05:00,27.889162063598633
2015-02-12 00:00:00-05:00,28.24201774597168
2015-02-13 00:00:00-05:00,28.380474090576172
2015-02-17 00:00:00-05:00,28.5479793548584
2015-02-18 00:00:00-05:00,28.746736526489258
2015-02-19 00:00:00-05:00,28.686439514160156
2015-02-20 00:00:00-05:00,28.92093849182129
2015-02-23 00:00:00-05:00,29.70258331298828
2015-02-24 00:00:00-05:00,29.51721954345703
2015-02-25 00:00:00-05:00,28.762365341186523
2015-02-26 00:00:00-05:00,29.126392364501953
2015-02-27 00:00:00-05:00,28.688678741455078
2015-03-02 00:00:00-05:00,28.829376220703125
2015-03-03 00:00:00-05:00,28.889665603637695
2015-03-04 00:00:00-05:00,28.7065372467041
2015-03-05 00:00:00-05:00,28.23085594177246
2015-03-06 00:00:00-05:00,28.27329444885254
2015-03-09 00:00:00-04:00,28.393871307373047
2015-03-10 00:00:00-04:00,27.806533813476562
2015-03-11 00:00:00-04:00,27.29957389831543
2015-03-12 00:00:00-04:00,27.793127059936523
2015-03-13 00:00:00-04:00,27.601070404052734
2015-03-16 00:00:00-04:00,27.9047908782959
2015-03-17 00:00:00-04:00,28.37154197692871
2015-03-18 00:00:00-04:00,28.69091033935547
2015-03-19 00:00:00-04:00,28.474281311035156
2015-03-20 00:00:00-04:00,28.116952896118164
2015-03-23 00:00:00-04:00,28.409515380859375
2015-03-24 00:00:00-04:00,28.29338264465332
2015-03-25 00:00:00-04:00,27.554168701171875
2015-03-26 00:00:00-04:00,27.746231079101562
2015-03-27 00:00:00-04:00,27.525136947631836
2015-03-30 00:00:00-04:00,28.221920013427734
2015-03-31 00:00:00-04:00,27.788663864135742
2015-04-01 00:00:00-04:00,27.74846839904785
2015-04-02 00:00:00-04:00,27.98741912841797
2015-04-06 00:00:00-04:00,28.440780639648438
2015-04-07 00:00:00-04:00,28.141529083251953
2015-04-08 00:00:00-04:00,28.049955368041992
2015-04-09 00:00:00-04:00,28.264358520507812
2015-04-10 00:00:00-04:00,28.384946823120117
2015-04-13 00:00:00-04:00,28.329113006591797
2015-04-14 00:00:00-04:00,28.206281661987305
2015-04-15 00:00:00-04:00,28.31348419189453
2015-04-16 00:00:00-04:00,28.177255630493164
2015-04-17 00:00:00-04:00,27.860132217407227
2015-04-20 00:00:00-04:00,28.496612548828125
2015-04-21 00:00:00-04:00,28.342519760131836
2015-04-22 00:00:00-04:00,28.72441291809082
2015-04-23 00:00:00-04:00,28.95890235900879
